Areacode,Phone,name1,name2,SAM_BLDNAME,SAM_STNMFR,SAM_STNAME,SAM_STSUBT,class_code
2,6320411,Asiapro Cooperative,,,70,San Rafael,St,107070
2,2885101,Asiatic Aluminum Products Company,,,55,Celia,St,104491
2,7269525,Asiatic Medical Laboratories Incorporated,,,6,Dna J S Rodriguez,Ave,106582
2,9614550,Asiatrust Bank,,,,Camarin,Rd,104662
2,3714876,Asiong's Industrial Products,,,211,Sct Chuatoco,St,106057
2,3762559,Aspire Food Ventures Inc,,,24,Timog,Ave,106969
2,3615996,Assab Electrical and Mills Supply,,,219,Rizal Extension,Ave,105554
2,8246884,Assad Rent a Car Corporation,,,59,Multinational,Ave,104930
2,8171206,Assi Phils Trading Corporation,,Makati Golf Club,7232,Malugay,St,106969
2,6365855,Assissi Foundation,,Prestige Tower Condominium,,F Ortigas Jr,Rd,110177
2,9212051,Associated Diesel Supply,,,770,Edsa,Ave,105420
2,9119792,Association of Foundations,,Aurora Tower Building,,Aurora,Bvd,110177
2,8177773,Assumption College,,,1,San Lorenzo,Drv,107961
2,5243919,Assured Packaging Services Corp,,,1001,Pres E P Quirino,Ave,106468
2,6681097,Astetik Corporation,,,160,F Mariano,Ave,105944
2,3743869,Astor Enterprises,,,24,Evardoni,St,107844
2,6874802,Astoria Plaza Condominium Incorporated,,Astoria Plaza Condominium,15,St Josemaria Escriva,Drv,105192
2,3612697,Astro MacHine and Foundry Shop,,,42,Banana,Rd,107035
2,3635805,Astron Metal Works Corporation,,,147,M Asistio Sr,Ave,108207
2,8298182,Asuncion,Salvacion H,,236,S Marquez,St,104755
2,2447854,Atc Auto Supply,,,1258,C M Recto,Ave,106130
2,7234275,Atco Builders Corporation,,,137,Aurora,Bvd,105137
2,4266001,Ateneo de Manila University,,,,Katipunan,Ave,107961
2,4263474,Atgas Traders,,,177,Congressional,Ave,106571
2,8387323,Athens Academy,,,,Col Ballecer,St,105520
2,6388016,Athletes Gym and Dive,,Sm Megamall A,,Edsa,Ave,108077
2,3633929,Atlantic Printers Corporation,,,101,Sgt E Rivera,St,107844
2,8126955,Atlas Fertilizer Corporation,,Builders Centre,170,Salcedo,St,105753
2,5520351,Atrium Hotel,,Egi Rufino Plaza,,Sen Gil J Puyat,Ave,106213
2,7267321,Aurelio's Catering,,,454,Lafayette,St,106638
2,2440170,Austin Hardware Company Incorporated,,,1262,C M Recto,Ave,106130
2,2548295,Austral Radio Electrical,,,1576,New Antipolo,St,105554
2,5250007,Automatic Center,,Robinsons Place Manila,,Pedro Gil,St,105944
2,7272727,Automation & Security Inc,,,36,S Veloso,St,106003
2,7315587,Automobile Engine Rebuilders Incorporated,,,1141,A Mendoza,St,107035
2,7319971,Automotion Motor Services,,,143,Bayani,St,107261
2,4211719,Automoto Car Dealers Inc,,Metrolane Complex,,P Tuazon,Bvd,104596
2,3612824,Autosteel Corporation,,,131,Banana,Rd,107521
2,8908667,Avalon Transport Services,,,1098,Tanay,St,104930
2,8892113,Avantgarde Shipping Corp,,,2593,A Bonifacio,St,106913
2,7336584,Avenida Fashion House,,Republic Supermarket Bldg,716,F Torres,St,106130
2,2424459,Avenue Hardware Corporation,,,306,Lavezares,St,106130
2,5252471,Avm Business Specialists,,Harrison Plaza Building,,M Adriatico,St,106969
2,8370548,Avon Beauty Products Incorporated,,,,Dr a Santos,Ave,104699
2,8722069,Avon Cosmetics Inc,,Emc Center,250,Alabang-Zapote,Rd,105290
2,5357969,Avon Independent Managers Credit Cooperative,,,884,Samat,St,105268
2,8934606,Axis Computer Incorporated,,Erechem Building,,V a Rufino,St,105137
2,8885433,Ayala Life Assurance Incorporated,,Ayala Life-Fgu Center,6811,Ayala,Ave,106286.1
2,2424943,Ayhaco Industrial Supply Company,,,636,T Pinpin,St,106130
2,5220959,Azarcon Jr,Ruben G,Harrison Plaza Building,,M Adriatico,St,105383
2,8116012,Azura Quiroz & Campos Law Offices,,Pacific Star Building,,Makati,Ave,111176.1
2,8078966,Azzanzi Salon,,Page 1 Building,1215,Acacia,Ave,104700
2,8842239,Azzurro Bistro Inc,,Serenity Tower,,Salamanca,St,106969
2,5515157,Asian Institute of Maritime Studies Incorporated,,Aims-Maritime College Building,,Roxas,Bvd,107961
2,8339821,B & a Heater Trading,,,131,Sen Gil Puyat,Ave,105538
2,2424413,B a Savings Bank,,Yuchengco Building,484,Q Paredes,St,104662
2,7325391,B G G Marketing,,,1679,Malabon,St,107749
2,7275121,B P I Manuela,,Star Mall,,Edsa,Ave,104662
2,9240124,B P Mata & Company Incorporated,,,873,Edsa,Ave,108139
2,9115096,B S Pebbles Center,,,514,Edsa,Ave,106607
2,8091269,B U Properties Corp,,Unioil Center Building,1222,Acacia,Ave,105192
2,2444338,Babies First Collection,,,631,M de Santos,St,104625
2,5255728,Babylon International Services,,Midland Plaza,,M Adriatico,St,106913
2,9123439,Bacani,Pastor C,Victoria Station 1,793,Edsa,Ave,111176.1
2,8174983,Bacchus International Inc,,Alexander House,132,Amorsolo,St,106969
2,8319223,Baclaran Textile Sales Center,,Baclaran Supermall,,Taft Extension,Ave,107399
2,8969832,Bacolod Chicken Inasal,,,140,Jupiter,St,105869
2,8423096,Bacolod Specialty Foods Incorporated,,,25A,President,Ave,106969
2,7212008,Baden Haus Health Clinic,,State Financing Center Bldg,,Ortigas,Ave,105068
2,3304209,Baesa Adventist Academy,,,8,Baesa,Rd,107961
2,8864441,Bagong Pag-Asa Charitable Foundation,,Burgundy Corporate Tower,252,Sen Gil Puyat,Ave,110177
2,7229880,Baguio Investigation and Security Agency Inc,,Psmbfi Building,318,Col B Serrano,Ave,108002
2,8269292,Bahay Tikiman,,,,Virginia,St,106969
2,8300919,Baik,Sung Beom,Act Tower,135,Sen Gil Puyat,Ave,105047
2,6373928,Baizas Magsino Recinto Law Offices,,Cityland Pioneer Condominium,,Pioneer,St,111176.1
2,7247946,Bakers Pride,,Bona Condominium,545,Edsa,Ave,104644
2,9391232,Balanced Foods Corporation,,,23,Atlas,Rd,105876
2,8319505,Balbidos Clinical & X-Ray Laboratory,,,117,Sen Gil J Puyat,Ave,106582
2,3637235,Bali-Hai Travelodge,,,17,Don v Ang,St,107244
2,7264088,Baliwag Lechon Manok Inc,,,,E Rodriguez Sr,Ave,106638
2,7717529,Bambino Playland and Child Development Inc,,Gymboree Filinvest,,Commerce,Ave,107827
2,6820718,Bambino Shoes,,,10,Old J P Rizal,St,108077
2,2429836,Ban Chuan Hardware,,,518,T Pinpin,St,106130
2,2423077,Ban Seng Candle Fcty,,,563,Sto Cristo,St,104910
2,3611134,Banahaw Lumber and Hardware,,,499,Rizal Extension,Ave,106707
2,6321428,Bangko Pasig,,Prestige Tower Condominium,,F Ortigas Jr,Rd,104662
2,7251958,Bangus Republic Inc,,,392,P Guevarra,St,106969
2,7119428,Bank of Commerce,,,128,Banawe,Ave,104662
2,8850382,Bank of New York The,,Philam Life Tower,8767,Paseo de Roxas,Ave,104662
2,7214251,Bank of Philippine Islands,,,,Ortigas,Ave,104662
2,8073838,Bank of Philippines Island,,Unioil Center Building,1222,Acacia,Ave,104662
2,6561174,Bank of San Mateo,,,,Ortigas,Ave,104662
2,3634805,Banson Lumber Corporation,,,1151A,Edsa,Ave,106707
2,7136411,Baptist Bible Church Incorporated,,,3970,Sociego,St,105047
2,7351390,Baptist Student Center,,,818,N Reyes,St,105047
2,9415244,Barangka Credit Cooperative,,,114,Gen Julian Cruz,St,105268
2,9520750,Barber,Remedios G,Ever Gotesco Commonwealth Ctr,,Commonwealth,Ave,107474
2,8124956,Barber Ship Management Ltd,,Petron Mega Plaza,358,Sen Gil Puyat,Ave,107070
2,3712784,Barbitex Industries Incorporated,,,151,West Riverside,St,106384
2,7243811,Barleta C C MacHine Service Center,,,27H,Seattle,St,107035
2,8112425,Baron,Robertii S,I Care Building,167,Legazpi,St,106286.1
2,7146352,Baronia,Benedicto,Uerm Hospital,,Aurora,Bvd,105068
2,9393390,Barrameda,Zenaida M,,14,Clemente,St,107579
2,2452717,Barretto,Augusto,,,Moriones,St,107652
2,8994020,Barrio Fiesta Restaurant,,,,Makati,Ave,106969
2,7267836,Barrio Fiesta Restaurant Greenhills,,,205,Edsa,Ave,106969
2,2770016,Basic Packaging Corp,,,75,M H Del Pilar,St,107725
2,8170191,Basic Petroleum and Minerals,,Basic Petroleum Building,104,Don C Palanca Jr,St,107213
2,6419639,Basiclogistics Corporation,,,,F Legaspi,St,105944
2,9204053,Basswood Lumber and Construction Supply,,,626,Mindanao Extension,Ave,106707
2,7349207,Bataan Transit Co Inc,,,1612,D Jose,St,104842
2,8103419,Batangas Bay Terminal Inc,,100 Opl Building,100,Don C Palanca Jr,St,104842
2,8181713,Batangas Sugar Central Inc,,Fedman Suites,199,Salcedo,St,108248
2,6356202,Batara Redublo & Partners Law Offices,,Prestige Tower Condominium,,F Ortigas Jr,Rd,111176.1
2,8175214,Batulao,,Makati Executive Center,114,L P Leviste,St,106962
2,2419007,Bausa Ampil & Suarez Law Ofc,,Madrigal Building,,Escolta,St,111176.1
2,8378317,Bautista Diagnostic Laboratory,,,,A Bonifacio,Ave,106582
2,9372561,Bayan Furniture,,,90,Susano,Rd,105944
2,5213085,Bayview Barber Shop,,,456,Cortada,St,104668
2,7811538,Bayview Embroidery,,,44,Elga,Ave,105606
2,6368007,Baywash Corporation,,,56B,E Rodriguez Jr,Ave,106618
2,2452119,Bazar,Barretto,De Luxe Textile Market,944,C Planas,St,107399
2,7331969,Bazar Platino,,,773,Rizal,Ave,105388
2,5351739,Bbb Metal Products,,Mgb Ville Building,451,Boni,Ave,107190
2,5231687,Bch Foodlinks,,Robinsons Place Manila,,Pedro Gil,St,105885
2,8105046,Beacon School,,Building 2332,,Chino Roces Extension,Ave,107961
2,8208446,Bear Cuddler,,Filway Bldg,,Dr a Santos,Ave,107480
2,2549086,Bearing Kingdom,,,1144,C M Recto,Ave,104698
2,8930872,Beaucharm Derma Clinic Co Cora Legaspi de Guzman,,Legaspi Parkview,134,Legazpi,St,105390
2,3626688,Beauty Lines Trading International,,,108,Del Mundo,St,104699
2,8725449,Beauty Option,,The Palm Square,,Alabang-Zapote,Rd,105068
2,9278434,Beauty Pro,,,5A,Kamuning,Rd,104700
2,9129638,Bee Cee Laundry Ctr,,,43,Liberty,Ave,106618
2,7152464,Bee Happy Foods Corporation,,,124,G Araneta,Ave,106969
2,5360891,Belco Marketing Inc,,Harrison Plaza,,M Adriatico,St,106969
2,2443581,Bell Church,,Asiatic Building,884,Alvarado,St,105047
2,8931622,Bell Manila Trading Corp,,Country Space 1 Building,,Sen Gil Puyat,Ave,106286.1
2,9132550,Bellinis Italian Restaurant,,,68,Gen Romulo,Ave,106969
2,7120201,Belman Laboratories Incorporated,,Belman Building 2,78,Cordillera,St,105290
2,8162244,Belo Care Center Inc,,R & G Tirol Building,831,Edsa,Ave,104699
2,8129991,Belo Gozon Elma Law Offices,,Sagittarius Condominium,111,H v Dela Costa,St,111176.1
2,7267191,Belson Development Corporation,,Belson House,271,Edsa,Ave,105883
2,7219238,Belson Securities Incorporated,,,271,Edsa,Ave,105883
2,2428410,Beltran Sack Store,,,684,Sto Cristo,St,107912
2,3630726,Belvic MacHine Shop,,,333,A Bonifacio,Ave,107035
2,2417772,Ben Chiong Trading,,,606,Juan Luna,St,105496
2,8511225,Ben Line Transport System,,,2961,Apelo Cruz,St,107529
2,9517154,Benedictine Abbey School of Quezon City,,,888,Capitol Hills,Drv,107961
2,8184058,Benedicto Eng'g Corp,,I Care Building,167,Legazpi,St,106836
2,7274532,Benesco Construction Supply,,,717,Edsa,Ave,106130
2,9112348,Benette's Shoes,,Marikina Shoe Expo,,Gen Romulo,Ave,108077
2,7214104,Benjoy Incorporated,,,6,Manga,St,107480
2,7229681,Benson Apartelle,,Benson Apartelle,631,Pinaglabanan,St,104524
2,7348662,Berean Printing Center Incorporated,,,1256,Cruzada,St,107844
2,7279832,Berkman System Inc,,Vag Building,,Ortigas,Ave,105688
2,2772143,Bernabe Construction and Industrial Corporation,,Bernabe Const & Ind,,A Marcelo,St,108207
2,8150307,Bernaldo Mirador & Trinidad Law Offices,,Cityland Condominium 10 Twr 1,156,H v Dela Costa,St,111176.1
2,9398050,Bernardino Gen Hospital,,,,Camarin,Rd,106202
2,8178258,Bernas Law Offices,,Raha Sulayman Building,,Benavidez,St,111176.1
2,8859065,Best Deal Food Corporation,,Market Market,,McKinley Parkway,Ave,106969
2,9201023,Best Diagnostic,,,94,Masikap Extension,St,106582
2,2477087,Best Price Multi Sales Corporation,,,727,Ilaya,St,107950
2,6280464,Beta Electric Corp,,,,Bagong Calzada,St,105554
2,7123498,Bethany Trucking Corp,,,1275,G Araneta,Ave,106138
2,2946135,Bethel Bible Institute,,,,Gov I Santiago,St,105047
2,7349831,Bethel Knox School,,,390,M Natividad,St,107961
2,2541486,Bethel Lutheran School,,,2308,Almeda,St,107961
2,8506347,Bethesda Herbal Medical Foundation,,,12,A Soriano Sr,St,105068
2,2811127,Betsy's Cake Center,,,10,J P Rizal,Ave,104644
2,2425195,Better Taste Restaurant,,,620,Ongpin,St,106969
2,8078722,Bevtech,,Richville Corporate Tower,1107,Alabang-Zapote,Rd,104850
2,8012082,Bf Homes School,,,,Crm,Ave,107961
2,7498588,Bhma Skin Zone Dermatology Clinic,,,410,N S Amoranto Sr,Ave,108107
2,8820650,Bianca Tiles Center,,,39,J P Rizal Extension,St,108366
2,7112888,Bible Baptist Church,,,23,Rotc Hunter,St,105047
2,8542913,Bible Baptist Church of Pasay,,,2909,Gen E Rodriguez,St,105044
2,2946275,Bible Institute for the Deaf,,,,Gov I Santiago,St,110181
2,8375897,Bicutan Container Corp,,,16,Perfecto,St,104918
2,6319445,Bicutan Container Corporation,,Taipan Place Building,,F Ortigas Jr,Rd,104918
2,8246171,"Big ""C"" Supermart",,,22,Russia,St,108259
2,3729910,Bio Essence Facial and Slimming Center,,,67,West,Ave,104699
2,7150905,Bio Food Corporation,,,3015,Nagtahan,Rd,107276
2,7237546,Bio Pharma Industry Corporation,,Atlanta Centre,31,Annapolis,St,105876
2,6336088,Bio-Tech Environmental Services Phils Inc,,,10,Sta Fe,St,107645
2,6319630,Biochemical Incorporated,,Fmf Building 2,126,Pioneer,St,106274
2,3729919,Bioessence Facial & Slimming Center,,,67,West,Ave,104699
2,5244990,Biomedical Laboratory and X-Ray,,Nfwc Building,1509,J L Escoda,St,106582
2,7269139,Bionic Hardware,,,1,P Guevarra,St,106130
2,3632681,Birhen Ng Lourdes Parish,,,,Malolos,Ave,105047
2,5365168,Biskofi General Merchandise,,Bureau of Customs,,Muelle de San Francisco,St,105090
2,9354023,Bj MacHine Shop,,,,Melon,St,107035
2,7436851,Bj Santiago Incorporated Printer Publisher,,,657,A H Lacson,Ave,107844
2,8072587,Bkc International Trading,,Alabang Town Center,,Alabang-Zapote,Rd,105883
2,7212677,Black Nazarene Enterprises,,,21,Col B Serrano,Ave,106948
2,8922890,Black Rock Traders Inc,,Banco de Oro Plaza,8737,Paseo de Roxas,Ave,107214
2,9263358,Blancaver,Ma Aleth P,,98,Malakas,St,105383
2,5213158,Blazing Star International Manpower Services,,Makati Cinema Square Tower,,Chino Roces,Ave,106913
2,8253447,Blessed Faith Merchandising,,,35,San Pedro,St,106130
2,9309406,Blessed Francis Regis Clet Seminary,,,8,St Martin,St,108018
2,8063625,Blessed Trinity School,,,77,Silicon,Rd,107961
2,7819445,Blimson Hardware,,,3058,Rizal,Ave,106130
2,8078586,Blindenmission,Christoffel,Alabang Business Tower,1216,Acacia,Ave,110177
2,4251890,Blue Eagle Foundation for Sports Development Inc,,,,Katipunan,Ave,110177
2,5346781,Blue Kettle Corporation,,,364,Apo,St,107774
2,4041251,Blue Marine Management Corp,,Delgado Building,637,A Bonifacio,Drv,108054
2,9137484,Blue Ridge Hardware,,,213D,Katipunan,Ave,106130
2,7343211,Bluish Enterprises Inc,,,240,P Casal,St,108366
2,5245183,Board of Women's Work,,Umc Building,900,United Nations,Ave,106948
2,5265778,Boaz and Jachin Food Company,,,1203C,Perez,St,105026
2,2445835,Bobcats Enterprises,,Leyva Martinez Building,820,Reina Regente,St,106458
2,5214351,Bodega Manila,,,1190,J Bocobo,St,106969
2,2421255,Boeing Material,,Aic Center Building,200,Escolta,St,100439
2,6383004,Bogaya,Nestor B,Pioneer Highland East Tower,,Pioneer,St,106088
2,3646505,Bolts and Nuts Hardware,,,239,Rizal Extension,Ave,106130
2,2419473,Bon Seng Commercial,,Ledesma Building,863,Tabora,St,106588
2,3662222,Bonanza Enterprise,,,52,Gen P Valenzuela,St,105976
2,5636555,Bonny Furniture,,,1363,Pedro Gil,St,105944
2,7240277,Book Media Press Inc,,,21E,Col B Serrano,Ave,107844
2,8901901,Bormaheco Inc,,,1191,P Ocampo Sr,St,106164
2,8503939,Bosch Shop,,Festival Supermall,,Corporate,Ave,106097
2,2521029,Boston Marketing Corporation,,,1162,F Ma Guerrero,St,106130
2,9227868,Botak Sportshop,,,150,Sct Rallos,St,108163
2,2531306,Bounty Development Incorporated,,Bounty Building,1815,J Abad Santos,Ave,104525
2,8138699,Bp Insurance Agency Inc,,Erlag Building,102,Esteban,St,106286.1
2,7426406,Bp Transport Services,,,1220,G Araneta,Ave,107529
2,9517209,Bpi Commonwealth Ever Gotesco,,Ever Gotesco Commonwealth Ctr,,Commonwealth,Ave,104662
2,2420791,Bpi Condm Corp,,Philtrust Bank Building,,Q Paredes,St,105192
2,8673291,Bpi Greenbelt Mall Express Banking Center,,Greenbelt 1 Square,,Paseo de Roxas,St,104662
2,9121038,Brahma Industrial Corp,,Braganza Condominium,270,Ermin Garcia,Ave,105530
2,7361707,Brains,,Dna Amparo Building,,Cataluna,St,106973
2,9268127,Brains Training and Review,,Orcel 2 Building,1611,Quezon,Ave,106973
2,5518855,Brakah International,,Msi Bldg,5233,Farenheit,St,104850
2,8131403,Brandlink Intl Corp,,,3,Ponce,St,104850
2,8715101,Branzuela,Celieto L,,,G Cruz,St,104700
2,8449638,Bread Market Corporation,,,2008,Capt M Reyes,St,104644
2,3725407,Bread of Life Ministries Inc,,Crossroad 77,77,Mother Ignacia,Ave,105047
2,6417055,Brew Master International Incorporated,,,,A Rodriguez,Ave,106676
2,7431183,Brhl Trading & Industrial Construction Corporation,,,541,F Cayco,St,105632
2,5213123,Bridge Marine Corporation,,Ermita Center,1350,Pres M a Roxas,Bvd,106913
2,5515837,Brightmoon Hardware & Const Supply,,Giselles Park Plaza,,Edsa,Ave,106130
2,8444022,Briones,Marie Antoinette S,Tesoros Building,1016,A S Arnaiz,Ave,104700
2,8124513,British American Corporation,,Cityland Condominium 10 Twr 1,156,H v Dela Costa,St,107467
2,7711214,Brittany Cafe Inc,,Westgate Center,,Commerce,Ave,105090
2,8503594,Broadway Gems,,Festival Supermall,,Corporate,Ave,106339
2,8123778,Brochiere on Line,,Cityland Condominium 10 Twr 1,156,H v Dela Costa,St,106887
2,8405564,Brown Madonna Press Inc,,Dominga Building 3,2113,Chino Roces,Ave,107844
2,6315857,Brownbag Dimsum Company Inc,,Edsa Shangri-La Plaza Mall,,Shaw,Bvd,106969
2,8931203,Brumann,Hans,Legaspi Tower 100,148,Legazpi,St,106339
2,8904184,Brunel Technical Services Philippines Inc,,Bcc Hse,5046,P Burgos,St,106913
2,8424365,Bruno's Barbers,,Alabang Town Center,,Alabang-Zapote,Rd,104668
2,6385890,Bruno's Barbers the Podium Branch,,The Podium,,Adb,Ave,104668
2,9205269,Bruno's Barbers-Congressional,,,88,Congressional,Ave,104668
2,7239121,Bryan Distributors and Services Incorporated,,,72,Banahaw,St,106700
2,8445031,Brystol Textile Inc,,,2126,P Binay,St,107399
2,8122671,Bsa Mansion Condotelasb Realty Corp,,Bsa Mansion,108,Benavidez,St,106213
2,2535328,Bstn Textile Trading,,Prime Block,,C M Recto,Ave,107399
2,9281228,Buano Corporation,,,256,Tomas Morato,Ave,106969
2,8875905,Bucoy Poblador & Associates,,Chatham House,116,Valero,St,111176.1
2,7261639,Buena,Virgith B,Cardinal Santos Medical Center,,Wilson,St,105068
2,9121633,Buencamino Press,,,87,9th,Ave,107844
2,8443530,Buendia Color Paint Center Andg,,,2029,Edison,St,106130
2,2530809,Bughaw Electro Carbon Factor,,,1336,Cavite,St,104850
2,8867758,Bugong Foods Corp,,Market Market,,McKinley Parkway,Ave,105885
2,6437313,Builders Bank,,,,M Almeda,St,104662
2,8185142,Building Administrator Office,,Pacific Plaza South Tower,,4th,Ave,105192
2,3628076,Buildmac Philippines Corporation,,,301,C Cordero,St,106821
2,9489566,Buildres Saving and Loan Ass,,,410,J P Rizal,St,104662
2,6336998,Buildrite Hardware Supply Corporation,,Ortigas Home Depot,,Dna Julia Vargas,Ave,106130
2,4260715,Bulacan Garden Corporation,,Farmers Market,,Gen D Mc Arthur,Ave,105971
2,9114021,Bulacan Garden Corporation,,,,Katipunan,Ave,105971
2,9512862,Bulwagang Recoleto,,,81,Alondras,St,108018
2,6339949,Burger King,,Robinsons Galleria Mall,,Edsa,Ave,105869
2,9246005,Burger MacHine Incorporated,,,41,Sct Bayoran,St,106969
2,8178403,Busco Sugar Milling Company Incorporated,,Universal Re Building,106,Paseo de Roxas,Ave,108248
2,8992557,Business Assistance Credit Corp,,Gma Loubel Plaza,7514,Bagtikan,St,105099
2,9120498,Business Industry & Retired Cavaliers Inc,,Pma Alumni Center,,Camp Aguinaldo,St,110177
2,3733222,Bustos Villafuerte and Associates Law Offices,,N Dela Merced Building,,West,Ave,105099
2,5647577,Butterfly Internet Cafe,,,2311,Nickel,St,106303
2,2417360,Buyers Choice,,,660,S Padilla,St,104920
2,5324794,Byron Edsa Hotel,,Horizon Edsa Hotel,778,Boni,Ave,106213
2,6366321,Boardwalk Business Ventures Incorporated,,Philippine Stock Exch We Twr,,Exchange,Rd,105976
2,9252811,C a Roque MacHine Shop Inc,,,,Sgt E a Esguerra,Ave,107035
